CaseMasterID,CrimeNo,CaseNo,CrimeRegisteredDate,PolicePersonID,PoliceStationID,CaseCategoryID,GravityOffenceID,CrimeMajorHeadID,CrimeMinorHeadID,CaseStatusID,CourtID,IncidentFromDate,IncidentToDate,InfoReceivedPSDate,latitude,longitude,BriefFacts
2834,100110073202600004,202600004,2026-04-16,693,73,1,2,7,41,1,82,2026-04-11 03:19:54,2026-04-11 04:49:54,2026-04-11 12:39:54,12.896558,74.900369,Complainant reported theft of personal property from Doctor Path.
2835,100030018202200006,202200006,2022-12-28,468,18,1,2,11,60,2,119,2022-12-27 02:09:07,2022-12-27 08:27:07,2022-12-28 00:33:07,15.881733,74.522992,Complainant reported being defrauded of money through a fraudulent scheme reported from Dhillon Street.
2836,100080055202200003,202200003,2022-10-30,931,55,1,1,4,26,4,47,2022-10-24 14:28:09,2022-10-24 18:43:09,2022-10-25 08:41:09,13.464843,77.718894,Complainant reported an offence involving a minor near Behl Street.
2837,300110077202600001,202600001,2026-10-27,3133,77,2,2,12,62,1,58,2026-10-25 13:35:41,2026-10-25 20:05:41,2026-10-26 00:53:41,12.870632,74.850185,Complainant reported defamatory statements made by the accused.
2838,100060042202500005,202500005,2025-03-17,1513,42,1,1,8,46,3,30,2025-03-13 14:39:19,2025-03-13 16:23:19,2025-03-13 16:58:19,17.947515,77.467844,Police recovered narcotic substances from the accused during a check near Sehgal Road.
2839,800190121202300001,202300001,2023-07-16,2191,121,4,2,11,61,4,113,2023-07-10 17:57:55,2023-07-10 18:22:55,2023-07-11 00:01:55,13.185883,78.166829,Complainant reported an incident related to neglect of senior citizens near Golla Road.
2840,100260161202500002,202500002,2025-02-27,1601,161,1,2,13,68,2,121,2025-02-21 08:57:22,2025-02-21 11:44:22,2025-02-21 21:27:22,13.333,77.086498,Police raided premises being used for illegal gambling at Deep Zila.
2841,100220142202300005,202300005,2023-01-31,2540,142,1,2,11,60,6,103,2023-01-27 04:43:53,2023-01-27 09:14:53,2023-01-27 12:09:53,12.29849,76.661754,Complainant reported being defrauded of money through a fraudulent scheme reported from Aggarwal Ganj.
2842,100090063202600001,202600001,2026-04-09,2248,63,1,2,14,72,1,122,2026-04-03 16:54:52,2026-04-03 22:22:52,2026-04-04 06:29:52,13.332004,75.749969,Complainant reported victims being held in bonded labour conditions at Kulkarni.
2843,100150101202600006,202600006,2026-04-09,2351,101,1,2,9,52,1,5,2026-04-06 08:50:24,2026-04-06 13:51:24,2026-04-06 19:22:24,12.969537,76.148743,Complainant reported an incident related to terrorism-related offences near Shanker Nagar.
2844,100050039202400004,202400004,2024-11-29,2312,39,1,1,1,8,6,127,2024-11-26 19:10:37,2024-11-26 21:07:37,2024-11-26 21:34:37,12.984374,77.537696,Complainant reported an incident related to assault near Tara Chowk.
2845,100170115202500010,202500010,2025-12-23,2827,115,1,1,6,35,2,5,2025-12-20 15:09:23,2025-12-20 17:06:23,2025-12-20 19:57:23,17.328613,76.82784,Complainant reported an incident related to criminal breach of trust near Ahluwalia Circle.
2846,100090060202200001,202200001,2022-02-27,2775,60,1,1,2,15,2,77,2022-02-26 09:48:53,2022-02-26 17:44:53,2022-02-27 02:30:53,13.349865,75.72771,Complainant reported being cheated of money through false promises near Tak.
2847,100240149202300003,202300003,2023-07-29,1372,149,1,2,12,62,3,25,2023-07-24 08:56:30,2023-07-24 13:09:30,2023-07-24 19:18:30,12.682144,77.269169,Complainant reported defamatory statements made by the accused.
2848,100220139202400003,202400003,2024-01-02,1740,139,1,1,11,60,2,53,2023-12-31 07:50:19,2023-12-31 07:59:19,2023-12-31 15:47:19,12.253498,76.676463,Complainant reported being defrauded of money through a fraudulent scheme reported from Soni.
2849,100280177202300005,202300005,2023-10-03,1203,177,1,1,13,68,6,103,2023-10-03 10:05:58,2023-10-03 11:31:58,2023-10-03 15:47:58,14.782109,74.659128,Police raided premises being used for illegal gambling at Rout Chowk.
2850,100280177202600006,202600006,2026-01-10,137,177,1,1,13,67,3,18,2026-01-07 16:53:22,2026-01-07 18:35:22,2026-01-07 19:36:22,14.812402,74.705601,Police seized illegal liquor from the accused near Buch Chowk.
2851,300240149202600001,202600001,2026-10-23,1590,149,2,2,7,40,1,72,2026-10-16 05:14:56,2026-10-16 10:37:56,2026-10-16 15:03:56,12.66512,77.275866,Complainant reported being defrauded of money through a fraudulent scheme reported from Ahuja.
2852,100050032202200003,202200003,2022-02-09,873,32,1,2,13,66,6,39,2022-02-04 18:53:36,2022-02-04 22:39:36,2022-02-05 09:37:36,12.934699,77.642506,Police recovered illegal firearms from the accused near Mall Ganj.
2853,100070049202500003,202500003,2025-08-21,2411,49,1,2,3,19,4,39,2025-08-19 19:19:00,2025-08-20 03:18:00,2025-08-21 02:39:00,11.94174,76.92037,Complainant reported the suspicious death of the victim linked to dowry harassment at Johal.
2854,100280180202500007,202500007,2025-08-22,3081,180,1,2,5,31,1,19,2025-08-21 16:58:54,2025-08-22 00:36:54,2025-08-22 03:59:54,14.764061,74.678304,Complainant reported an incident related to affray near Goyal Nagar.
2855,300050032202600001,202600001,2026-03-20,1291,32,2,1,6,38,1,97,2026-03-12 15:03:19,2026-03-12 21:23:19,2026-03-12 23:48:19,12.963214,77.628818,Complainant reported an incident related to money laundering near Bhakta Street.
2856,100050032202300006,202300006,2023-11-01,893,32,1,2,2,15,6,124,2023-10-25 15:57:25,2023-10-25 23:39:25,2023-10-26 09:52:25,12.975793,77.61963,Complainant reported being cheated of money through false promises near Bansal Path.
2857,100240149202500003,202500003,2025-08-08,2834,149,1,2,4,27,6,19,2025-08-02 15:58:50,2025-08-02 17:37:50,2025-08-02 18:14:50,12.67299,77.262724,Complainant reported that the victim was forcibly taken away by the accused from Bali Street.
2858,100050037202600003,202600003,2026-02-25,1174,37,1,2,9,53,5,130,2026-02-18 16:06:10,2026-02-18 18:34:10,2026-02-19 04:44:10,12.945486,77.634671,Complainant reported an incident related to waging war against the state near Misra.
2859,100030016202200001,202200001,2022-07-13,1091,16,1,2,5,29,2,134,2022-07-13 09:02:35,2022-07-13 12:44:35,2022-07-13 13:40:35,15.881926,74.531669,Complainant reported a violent disturbance involving multiple persons near Chahal Path.
2860,100020015202600002,202600002,2026-05-13,1077,15,1,1,7,41,5,29,2026-05-09 03:48:44,2026-05-09 10:34:44,2026-05-10 14:30:44,15.158493,76.909373,Complainant reported theft of personal property from Chopra Nagar.
2861,100100070202400002,202400002,2024-10-15,2760,70,1,2,3,21,3,19,2024-10-07 01:26:37,2024-10-07 04:43:37,2024-10-07 20:06:37,14.273004,76.444508,Complainant reported an incident related to molestation near Gokhale Marg.
2862,300060042202600001,202600001,2026-04-28,1491,42,2,2,8,48,1,36,2026-04-24 11:04:10,2026-04-24 16:10:10,2026-04-24 20:36:10,17.924455,77.559713,Police recovered narcotic substances from the accused during a check near Mane Street.
2863,100090058202300008,202300008,2023-04-03,2621,58,1,1,14,70,4,129,2023-03-31 08:48:26,2023-03-31 08:59:26,2023-04-01 07:13:26,13.309249,75.72122,Case registered against the accused for a traffic-related violation near Goel.
2864,100030018202600007,202600007,2026-01-04,2518,18,1,2,9,51,5,130,2026-01-01 09:24:25,2026-01-01 15:09:25,2026-01-01 19:31:25,15.878868,74.481773,Complainant reported an incident related to unlawful activities near Parsa Chowk.
2865,100180119202600002,202600002,2026-10-16,3033,119,1,2,6,37,1,18,2026-10-11 16:59:57,2026-10-12 00:55:57,2026-10-12 03:49:57,12.412305,75.765431,Complainant reported an incident related to counterfeiting near Chander Nagar.
2866,100090062202500005,202500005,2025-11-10,1398,62,1,2,9,51,1,102,2025-11-04 12:44:18,2025-11-04 14:46:18,2025-11-04 15:31:18,13.292315,75.772846,Complainant reported an incident related to unlawful activities near Naidu Road.
2867,100130085202300012,202300012,2023-07-03,2999,85,1,1,14,70,3,20,2023-06-30 14:24:19,2023-06-30 20:12:19,2023-07-01 02:10:19,15.480186,75.043028,Case registered against the accused for a traffic-related violation near Raghavan Path.
2868,100140093202600008,202600008,2026-11-10,2033,93,1,2,9,51,1,52,2026-11-03 18:28:18,2026-11-04 02:24:18,2026-11-04 06:48:18,15.417115,75.632752,Complainant reported an incident related to unlawful activities near Sane Zila.
2869,100010002202300003,202300003,2023-11-26,2303,2,1,2,14,73,6,76,2023-11-23 10:55:23,2023-11-23 16:34:23,2023-11-24 15:49:23,16.150604,75.744725,Case registered against the accused for a traffic-related violation near Bhattacharyya Circle.
2870,100260163202300007,202300007,2023-07-04,1852,163,1,1,14,71,2,121,2023-06-29 12:36:22,2023-06-29 15:38:22,2023-07-01 19:38:22,13.365544,77.069003,Case registered against the accused for a traffic-related violation near Sinha Road.
2871,100200127202200004,202200004,2022-01-26,2367,127,1,2,9,50,6,116,2022-01-22 18:50:30,2022-01-23 02:21:30,2022-01-23 07:48:30,15.368752,76.119075,Case registered against the accused for activities against public order.
2872,100120078202300002,202300002,2023-11-04,1808,78,1,2,8,49,2,89,2023-11-03 16:30:22,2023-11-03 18:31:22,2023-11-03 20:44:22,14.464898,75.963469,Police recovered narcotic substances from the accused during a check near Narayan Road.
2873,100030024202600003,202600003,2026-04-09,1720,24,1,2,13,69,3,123,2026-04-06 08:07:02,2026-04-06 13:13:02,2026-04-06 14:21:02,15.804727,74.521128,Complainant reported an incident related to prohibition act violations near Sachdev Circle.
2874,100050034202600002,202600002,2026-12-07,293,34,1,2,13,69,1,33,2026-12-02 10:13:31,2026-12-02 12:00:31,2026-12-02 12:51:31,12.938491,77.601084,Complainant reported an incident related to prohibition act violations near Kadakia Circle.
2875,100280176202400003,202400003,2024-06-04,866,176,1,2,1,7,1,66,2024-05-31 13:40:19,2024-05-31 19:55:19,2024-06-01 02:41:19,14.759086,74.742116,Complainant reported an incident related to abduction near Bhardwaj Ganj.
2876,100210135202300002,202300002,2023-07-04,1534,135,1,2,5,29,4,121,2023-07-03 13:40:44,2023-07-03 19:32:44,2023-07-03 20:18:44,12.494858,76.914477,Complainant reported a violent disturbance involving multiple persons near Wadhwa Zila.
2877,100220136202400010,202400010,2024-02-28,1217,136,1,2,9,53,6,70,2024-02-26 10:24:59,2024-02-26 17:15:59,2024-02-26 20:01:59,12.303137,76.66458,Complainant reported an incident related to waging war against the state near Sule Zila.
2878,100040027202300004,202300004,2023-04-05,581,27,1,2,1,2,6,32,2023-04-02 19:59:35,2023-04-03 00:03:35,2023-04-03 01:06:35,13.201047,77.60214,Complainant reported that the victim was fatally assaulted by the accused following a dispute near Mani.
2879,100030018202300005,202300005,2023-09-17,2236,18,1,1,7,43,5,27,2023-09-09 07:38:38,2023-09-09 12:19:38,2023-09-09 12:42:38,15.894564,74.541194,Complainant reported being repeatedly followed and harassed by the accused near Nadig Marg.
2880,100260163202600006,202600006,2026-12-28,1561,163,1,1,7,43,1,61,2026-12-19 01:43:01,2026-12-19 02:59:01,2026-12-19 06:44:01,13.363472,77.106838,Complainant reported being repeatedly followed and harassed by the accused near Vora Road.
2881,100180118202400002,202400002,2024-01-09,1240,118,1,2,5,32,1,54,2024-01-06 14:48:35,2024-01-06 16:07:35,2024-01-06 18:18:35,12.402699,75.760823,Complainant reported an incident related to public nuisance near Pandya.
2882,100090062202300007,202300007,2023-06-13,2406,62,1,2,5,29,3,124,2023-06-06 09:14:10,2023-06-06 11:19:10,2023-06-06 12:31:10,13.324838,75.773242,Complainant reported a violent disturbance involving multiple persons near Taneja Street.
2883,100260160202200002,202200002,2022-05-26,2540,160,1,1,2,9,6,58,2022-05-22 03:29:09,2022-05-22 06:47:09,2022-05-23 02:47:09,13.337514,77.149644,Complainant reported theft of personal property from Tank Circle.
2884,300260167202200001,202200001,2022-05-17,136,167,2,1,9,51,6,23,2022-05-13 09:30:53,2022-05-13 11:10:53,2022-05-13 16:14:53,13.344307,77.05717,Complainant reported an incident related to unlawful activities near Gole Chowk.
2885,100300187202400003,202400003,2024-02-25,2981,187,1,1,6,38,2,7,2024-02-18 16:22:55,2024-02-18 19:57:55,2024-02-18 23:52:55,16.731301,77.166299,Complainant reported an incident related to money laundering near Kaul.
2886,100220137202500003,202500003,2025-05-29,1770,137,1,1,14,72,6,22,2025-05-27 17:16:37,2025-05-27 18:52:37,2025-05-28 01:13:37,12.34029,76.679523,Complainant reported victims being held in bonded labour conditions at Hari Road.
2887,100260167202600007,202600007,2026-06-13,899,167,1,1,10,55,1,46,2026-06-06 18:24:04,2026-06-06 23:11:04,2026-06-07 00:54:04,13.32031,77.055052,Complainant reported an incident related to hit and run near Dani Nagar.
2888,100250159202300008,202300008,2023-09-25,2026,159,1,1,13,66,6,29,2023-09-21 13:03:33,2023-09-21 18:34:33,2023-09-21 19:11:33,13.977337,75.575534,Police recovered illegal firearms from the accused near Shroff Nagar.
2889,100060041202200003,202200003,2022-12-05,766,41,1,2,4,28,5,123,2022-12-01 08:47:14,2022-12-01 12:32:14,2022-12-01 15:25:14,17.931325,77.49021,Complainant reported an offence involving a minor near Johal Zila.
2890,100260166202500001,202500001,2025-09-24,1569,166,1,2,12,63,2,126,2025-09-21 17:56:53,2025-09-21 18:36:53,2025-09-21 19:37:53,13.305038,77.141124,Complainant reported being threatened by the accused near Sachdeva.
2891,100030019202200005,202200005,2022-09-03,2371,19,1,2,12,65,6,23,2022-08-31 08:06:01,2022-08-31 12:44:01,2022-08-31 14:34:01,15.849095,74.511042,Complainant reported an incident related to offences against public servants near Bath Marg.
2892,100090060202600002,202600002,2026-11-27,327,60,1,1,4,24,1,59,2026-11-21 09:15:05,2026-11-21 15:06:05,2026-11-21 15:59:05,13.316515,75.745625,Complainant reported an offence involving a minor near Palla Path.
2893,100170116202200001,202200001,2022-06-15,2407,116,1,2,3,21,3,2,2022-06-12 19:47:02,2022-06-12 22:26:02,2022-06-13 08:59:02,17.307038,76.784473,Complainant reported an incident related to molestation near Kala Circle.
2894,100010002202500004,202500004,2025-11-24,1264,2,1,1,8,49,3,18,2025-11-20 08:23:09,2025-11-20 11:39:09,2025-11-20 13:44:09,16.160783,75.67142,Police recovered narcotic substances from the accused during a check near Jaggi Nagar.
2895,100060046202400006,202400006,2024-08-26,1486,46,1,1,14,73,2,85,2024-08-20 09:10:42,2024-08-20 11:09:42,2024-08-21 00:52:42,17.896909,77.538332,Case registered against the accused for a traffic-related violation near Kumar Road.
2896,100280180202200005,202200005,2022-01-17,1626,180,1,1,1,3,6,3,2022-01-11 00:20:15,2022-01-11 01:06:15,2022-01-11 01:46:15,14.808004,74.722492,Complainant reported that the victim was fatally assaulted by the accused following a dispute near Morar Zila.
2897,100170111202400008,202400008,2024-06-16,2147,111,1,1,8,47,4,21,2024-06-09 13:48:35,2024-06-09 14:53:35,2024-06-11 22:32:35,17.336303,76.851626,Police recovered narcotic substances from the accused during a check near Toor Road.
2898,100250159202600003,202600003,2026-10-05,1591,159,1,2,12,62,1,74,2026-09-29 09:18:26,2026-09-29 14:20:26,2026-09-29 17:38:26,13.960268,75.585063,Complainant reported defamatory statements made by the accused.
2899,100190121202600009,202600009,2026-05-20,57,121,1,2,12,62,6,30,2026-05-16 14:55:11,2026-05-16 17:02:11,2026-05-17 00:34:11,13.183494,78.171385,Complainant reported defamatory statements made by the accused.
2900,400140093202300001,202300001,2023-12-06,1998,93,3,2,5,33,6,51,2023-12-02 12:59:29,2023-12-02 14:05:29,2023-12-02 19:07:29,15.421506,75.612336,Complainant reported an incident related to communal violence near Om Path.
2901,100210135202500005,202500005,2025-07-06,1100,135,1,1,1,8,6,51,2025-06-29 00:21:42,2025-06-29 05:34:42,2025-06-29 06:00:42,12.53984,76.932631,Complainant reported an incident related to assault near Balakrishnan Marg.
2902,100040027202300005,202300005,2023-06-16,2039,27,1,1,3,19,6,31,2023-06-09 23:31:51,2023-06-10 06:37:51,2023-06-11 10:50:51,13.268202,77.598153,Complainant reported the suspicious death of the victim linked to dowry harassment at Hari Street.
2903,100150099202500001,202500001,2025-09-14,1091,99,1,2,9,52,6,125,2025-09-09 13:22:23,2025-09-09 19:42:23,2025-09-09 21:36:23,12.96802,76.103022,Complainant reported an incident related to terrorism-related offences near Nigam Path.
2904,100130085202300013,202300013,2023-11-01,2564,85,1,2,10,57,2,8,2023-10-27 02:38:37,2023-10-27 08:55:37,2023-10-27 17:05:37,15.468527,75.051018,Complainant reported theft of personal property from Som Chowk.
2905,100030016202200002,202200002,2022-03-18,2727,16,1,2,11,61,5,52,2022-03-13 11:02:44,2022-03-13 11:21:44,2022-03-13 20:35:44,15.855684,74.464398,Complainant reported an incident related to neglect of senior citizens near Deshpande Nagar.
2906,100160106202400001,202400001,2024-06-19,1693,106,1,1,11,59,6,86,2024-06-16 09:49:46,2024-06-16 17:48:46,2024-06-17 04:31:46,14.780465,75.385456,"Complainant, a senior citizen, reported an incident involving the accused at Dugal Chowk."
2907,100290186202600007,202600007,2026-01-21,917,186,1,1,1,6,1,47,2026-01-13 15:02:15,2026-01-13 22:00:15,2026-01-13 22:19:15,16.830833,75.678596,Complainant reported that the victim was forcibly taken away by the accused from Yadav Chowk.
2908,100050034202600003,202600003,2026-10-08,549,34,1,2,9,52,2,28,2026-10-03 14:56:42,2026-10-03 15:03:42,2026-10-03 16:59:42,12.931945,77.630503,Complainant reported an incident related to terrorism-related offences near Shere Path.
2909,400030026202300001,202300001,2023-10-11,1719,26,3,2,9,51,2,14,2023-10-10 09:05:39,2023-10-10 09:19:39,2023-10-10 12:07:39,15.890769,74.5381,Complainant reported an incident related to unlawful activities near Bhalla Marg.
2910,100220140202200003,202200003,2022-04-19,1331,140,1,2,7,41,6,130,2022-04-14 04:32:33,2022-04-14 07:29:33,2022-04-15 06:53:33,12.324153,76.624575,Complainant reported theft of personal property from Mistry Circle.
2911,100050032202600003,202600003,2026-06-09,724,32,1,1,6,36,1,94,2026-06-08 11:46:00,2026-06-08 14:10:00,2026-06-09 02:13:00,12.920428,77.608368,Complainant reported forged documents being used by the accused.
2912,800070048202500001,202500001,2025-10-26,1197,48,4,2,11,59,1,26,2025-10-20 09:00:06,2025-10-20 09:50:06,2025-10-20 11:12:06,11.963284,76.918349,"Complainant, a senior citizen, reported an incident involving the accused at Wason Circle."
2913,100090060202400005,202400005,2024-06-21,3034,60,1,2,6,37,6,43,2024-06-14 12:30:12,2024-06-14 19:06:12,2024-06-14 20:05:12,13.333523,75.753169,Complainant reported an incident related to counterfeiting near Joshi Nagar.
2914,100030026202500005,202500005,2025-05-02,2485,26,1,1,11,61,6,58,2025-04-23 08:58:57,2025-04-23 15:40:57,2025-04-23 20:27:57,15.890377,74.455151,Complainant reported an incident related to neglect of senior citizens near Narula.
2915,100110076202500007,202500007,2025-05-27,1115,76,1,1,2,14,4,81,2025-05-26 12:32:38,2025-05-26 19:28:38,2025-05-26 22:38:38,12.896611,74.910762,Complainant reported an incident related to mischief near Bhatti Path.
2916,400280178202400001,202400001,2024-11-03,105,178,3,2,12,65,5,124,2024-10-30 10:02:05,2024-10-30 16:33:05,2024-10-30 23:01:05,14.782801,74.733375,Complainant reported an incident related to offences against public servants near Mand Street.
2917,100130085202500010,202500010,2025-06-25,1473,85,1,1,10,56,2,119,2025-06-20 10:14:16,2025-06-20 11:48:16,2025-06-20 13:30:16,15.474054,75.057324,Complainant reported an incident caused by rash or negligent driving near Nori Nagar.
2918,100140090202500001,202500001,2025-12-05,2367,90,1,1,9,53,2,128,2025-12-05 11:29:14,2025-12-05 14:15:14,2025-12-05 18:11:14,15.476102,75.642886,Complainant reported an incident related to waging war against the state near Warrior Marg.
2919,100150101202500004,202500004,2025-11-06,1017,101,1,2,14,72,2,108,2025-11-02 13:51:20,2025-11-02 16:41:20,2025-11-02 22:11:20,13.000741,76.12913,Complainant reported victims being held in bonded labour conditions at Ramachandran Street.
2920,100290183202300006,202300006,2023-01-18,3058,183,1,1,5,30,2,13,2023-01-13 16:25:46,2023-01-13 16:46:46,2023-01-13 20:08:46,16.873186,75.66226,Complainant reported an incident related to unlawful assembly near Dada Street.
2921,100170111202400009,202400009,2024-09-19,1423,111,1,1,11,60,2,2,2024-09-16 21:22:01,2024-09-17 01:57:01,2024-09-17 16:46:01,17.342917,76.852765,Complainant reported being defrauded of money through a fraudulent scheme reported from Murty Road.
2922,400190124202300001,202300001,2023-06-28,401,124,3,2,12,63,6,135,2023-06-21 12:32:56,2023-06-21 13:08:56,2023-06-21 18:17:56,13.129272,78.072452,Complainant reported being threatened by the accused near Magar Nagar.
2923,100070047202300004,202300004,2023-07-02,146,47,1,2,5,29,3,40,2023-06-27 09:58:37,2023-06-27 12:56:37,2023-06-27 13:02:37,11.902984,76.940487,Complainant reported a violent disturbance involving multiple persons near Chadha Marg.
2924,100280173202400002,202400002,2024-01-21,2472,173,1,1,2,9,3,32,2024-01-18 05:25:23,2024-01-18 07:06:23,2024-01-18 13:22:23,14.835132,74.716031,Complainant reported theft of personal property from Khanna Chowk.
2925,100120083202400003,202400003,2024-03-24,867,83,1,1,14,70,6,19,2024-03-19 17:21:40,2024-03-19 19:57:40,2024-03-20 09:02:40,14.485535,75.941884,Case registered against the accused for a traffic-related violation near Seth Path.
2926,100220136202200012,202200012,2022-12-02,2464,136,1,2,11,59,6,133,2022-11-24 11:59:46,2022-11-24 19:52:46,2022-11-25 00:20:46,12.304091,76.670881,"Complainant, a senior citizen, reported an incident involving the accused at Kalita Road."
2927,100030019202600006,202600006,2026-10-14,2224,19,1,2,10,57,1,55,2026-10-11 05:32:42,2026-10-11 09:56:42,2026-10-11 18:04:42,15.842481,74.492407,Complainant reported theft of personal property from Mittal Circle.
2928,100060046202500006,202500006,2025-08-02,1005,46,1,2,9,50,3,132,2025-07-28 09:19:12,2025-07-28 14:29:12,2025-07-28 16:28:12,17.896204,77.537776,Case registered against the accused for activities against public order.
2929,100280172202400001,202400001,2024-12-24,145,172,1,1,4,28,4,53,2024-12-23 16:58:21,2024-12-23 23:37:21,2024-12-24 01:37:21,14.791284,74.736616,Complainant reported an offence involving a minor near Barad Path.
2930,100050038202500004,202500004,2025-02-22,2228,38,1,1,4,24,3,24,2025-02-17 16:07:31,2025-02-17 18:09:31,2025-02-17 22:13:31,12.926761,77.615278,Complainant reported an offence involving a minor near Chanda Ganj.
2931,300260163202200002,202200002,2022-10-05,219,163,2,1,8,49,5,46,2022-09-27 12:31:30,2022-09-27 19:06:30,2022-09-28 01:44:30,13.360434,77.070546,Police recovered narcotic substances from the accused during a check near Toor Chowk.
2932,100200127202300004,202300004,2023-08-09,288,127,1,1,7,42,2,2,2023-08-06 16:17:08,2023-08-06 19:32:08,2023-08-06 21:00:08,15.374396,76.115334,Complainant reported an incident related to hacking near Subramanian Nagar.
2933,100110073202300003,202300003,2023-03-07,127,73,1,2,4,27,5,7,2023-03-05 15:12:54,2023-03-05 17:54:54,2023-03-05 19:00:54,12.839037,74.859469,Complainant reported that the victim was forcibly taken away by the accused from Dube Circle.
2934,300050036202200001,202200001,2022-06-26,398,36,2,1,3,17,6,34,2022-06-19 19:56:08,2022-06-19 23:12:08,2022-06-21 20:19:08,12.981563,77.592266,Complainant reported a sexual assault by the accused near Oak Ganj.
2935,100230145202600001,202600001,2026-03-26,2751,145,1,1,5,33,1,23,2026-03-21 15:40:09,2026-03-21 16:24:09,2026-03-21 17:10:09,16.26041,77.34079,Complainant reported an incident related to communal violence near Viswanathan Chowk.
2936,100060041202400007,202400007,2024-04-20,1410,41,1,2,8,46,2,1,2024-04-19 18:24:55,2024-04-19 20:29:55,2024-04-20 02:49:55,17.923493,77.487368,Police recovered narcotic substances from the accused during a check near Narang Road.
2937,100180117202600001,202600001,2026-06-08,2725,117,1,1,4,25,1,60,2026-06-05 16:53:10,2026-06-06 00:44:10,2026-06-07 13:58:10,12.412893,75.754067,Complainant reported an incident related to pocso offences near Chaudhari Street.
2938,100080056202300006,202300006,2023-04-09,1456,56,1,2,5,32,6,139,2023-04-02 17:36:07,2023-04-02 19:48:07,2023-04-03 06:06:07,13.415542,77.74277,Complainant reported an incident related to public nuisance near Deo Circle.
2939,100160104202400002,202400002,2024-05-02,2357,104,1,2,3,18,2,74,2024-04-30 16:15:23,2024-04-30 17:11:23,2024-05-01 00:00:23,14.773524,75.36181,Complainant reported being harassed by the accused near Bansal Ganj.
2940,100110072202500002,202500002,2025-01-27,323,72,1,2,1,4,6,72,2025-01-26 01:41:13,2025-01-26 08:51:13,2025-01-26 09:13:13,12.873808,74.849438,Complainant reported being assaulted and sustaining injuries during an altercation near Ram Chowk.
2941,100050037202500003,202500003,2025-09-27,371,37,1,2,4,27,6,96,2025-09-21 13:28:48,2025-09-21 15:31:48,2025-09-21 15:44:48,12.944362,77.6323,Complainant reported that the victim was forcibly taken away by the accused from D’Alia Circle.
2942,100230146202600005,202600005,2026-05-21,382,146,1,2,2,15,3,78,2026-05-16 18:09:50,2026-05-16 22:59:50,2026-05-17 09:12:50,16.228891,77.399635,Complainant reported being cheated of money through false promises near Mukhopadhyay Nagar.
2943,100290184202500002,202500002,2025-08-26,2711,184,1,1,14,71,2,4,2025-08-19 12:06:36,2025-08-19 15:38:36,2025-08-21 17:24:36,16.859735,75.729653,Case registered against the accused for a traffic-related violation near Chahal Nagar.
2944,100250153202300005,202300005,2023-10-26,2579,153,1,1,5,29,5,119,2023-10-21 08:01:49,2023-10-21 15:34:49,2023-10-21 16:29:49,13.883658,75.564403,Complainant reported a violent disturbance involving multiple persons near Sibal Path.
2945,100180117202200003,202200003,2022-02-18,494,117,1,2,13,69,2,109,2022-02-13 15:42:59,2022-02-13 20:14:59,2022-02-13 23:52:59,12.465489,75.71676,Complainant reported an incident related to prohibition act violations near Chauhan Nagar.
2946,100260167202200008,202200008,2022-07-29,1506,167,1,2,2,15,4,38,2022-07-21 14:53:34,2022-07-21 19:31:34,2022-07-22 04:22:34,13.342911,77.052712,Complainant reported being cheated of money through false promises near Muni Circle.
2947,100210129202200001,202200001,2022-11-30,1559,129,1,2,6,37,2,126,2022-11-25 12:01:25,2022-11-25 16:29:25,2022-11-26 00:56:25,12.547349,76.879544,Complainant reported an incident related to counterfeiting near Muni Nagar.
2948,100310192202200006,202200006,2022-10-04,385,192,1,2,9,53,3,52,2022-10-01 12:28:23,2022-10-01 16:27:23,2022-10-01 22:17:23,15.267578,76.354329,Complainant reported an incident related to waging war against the state near Nagi Ganj.
2949,100240150202500004,202500004,2025-10-13,1198,150,1,2,5,30,2,89,2025-10-10 17:14:52,2025-10-11 00:58:52,2025-10-11 06:28:52,12.674125,77.282389,Complainant reported an incident related to unlawful assembly near Hans Ganj.
2950,100020014202600009,202600009,2026-03-17,2864,14,1,2,3,18,5,48,2026-03-16 15:34:07,2026-03-16 23:20:07,2026-03-17 17:29:07,15.100783,76.947727,Complainant reported being harassed by the accused near Malhotra Road.
2951,300230146202200001,202200001,2022-11-19,531,146,2,2,7,41,4,113,2022-11-15 05:27:10,2022-11-15 06:32:10,2022-11-16 20:04:10,16.231817,77.411675,Complainant reported theft of personal property from Nagar Circle.
2952,100250159202600004,202600004,2026-11-21,2823,159,1,2,13,66,1,16,2026-11-15 08:31:13,2026-11-15 08:44:13,2026-11-15 10:47:13,13.966031,75.59126,Police recovered illegal firearms from the accused near Dalal Chowk.
2953,100290186202600008,202600008,2026-07-09,346,186,1,2,13,67,1,18,2026-07-05 09:03:17,2026-07-05 14:04:17,2026-07-05 20:23:17,16.845113,75.710968,Police seized illegal liquor from the accused near Dixit Road.
2954,100130085202500011,202500011,2025-01-09,1804,85,1,2,14,71,3,122,2025-01-06 15:44:46,2025-01-06 20:20:46,2025-01-07 08:16:46,15.47189,75.039009,Case registered against the accused for a traffic-related violation near Mahal Street.
2955,100020009202300002,202300002,2023-03-09,1082,9,1,2,2,14,2,10,2023-03-06 12:59:08,2023-03-06 18:21:08,2023-03-06 23:05:08,15.109022,76.874147,Complainant reported an incident related to mischief near Aurora Zila.
